Op	InType	OutType	Template	DesignStat	DPD	TWDFR
div_by_16777216	unsigned32	unsigned32	sync	impl	0,375	-0,019
div_by_16777216	unsigned64	unsigned64	sync	impl	0,388	-0,019
div_by_16777216	signed32	signed32	sync	impl	2,188	-0,054
div_by_16777216	signed64	signed64	sync	impl	2,578	-0,101
dotnet_shift_left_by_25	unsigned64	unsigned64	sync	impl	0,361	-0,177
dotnet_shift_left_by_25	signed64	signed64	sync	impl	0,361	-0,177
dotnet_shift_right_by_25	unsigned64	unsigned64	sync	impl	0,393	-0,018
dotnet_shift_right_by_25	signed64	signed64	sync	impl	0,843	-0,021
dotnet_shift_left_by_25	unsigned32	unsigned32	sync	impl	0,368	-0,041
dotnet_shift_left_by_25	signed32	signed32	sync	impl	0,368	-0,041
dotnet_shift_right_by_25	unsigned32	unsigned32	sync	impl	0,375	-0,019
dotnet_shift_right_by_25	signed32	signed32	sync	impl	1,305	-0,094
mul_by_33554432	unsigned32	unsigned32	sync	impl	0,368	-0,041
mul_by_33554432	unsigned64	unsigned64	sync	impl	0,361	-0,177
mul_by_33554432	signed32	signed32	sync	impl	0,368	-0,041
mul_by_33554432	signed64	signed64	sync	impl	0,361	-0,177
div_by_33554432	unsigned32	unsigned32	sync	impl	0,375	-0,019
div_by_33554432	unsigned64	unsigned64	sync	impl	0,393	-0,018
div_by_33554432	signed32	signed32	sync	impl	2,359	-0,098
div_by_33554432	signed64	signed64	sync	impl	2,551	-0,105
dotnet_shift_left_by_26	unsigned64	unsigned64	sync	impl	0,382	-0,019
dotnet_shift_left_by_26	signed64	signed64	sync	impl	0,382	-0,019
dotnet_shift_right_by_26	unsigned64	unsigned64	sync	impl	0,388	-0,019
dotnet_shift_right_by_26	signed64	signed64	sync	impl	0,767	-0,023
dotnet_shift_left_by_26	unsigned32	unsigned32	sync	impl	0,376	-0,019
dotnet_shift_left_by_26	signed32	signed32	sync	impl	0,376	-0,019
dotnet_shift_right_by_26	unsigned32	unsigned32	sync	impl	0,505	-0,019
dotnet_shift_right_by_26	signed32	signed32	sync	impl	1,370	-0,100
mul_by_67108864	unsigned32	unsigned32	sync	impl	0,376	-0,019
mul_by_67108864	unsigned64	unsigned64	sync	impl	0,382	-0,019
mul_by_67108864	signed32	signed32	sync	impl	0,376	-0,019
mul_by_67108864	signed64	signed64	sync	impl	0,382	-0,019
div_by_67108864	unsigned32	unsigned32	sync	impl	0,505	-0,019
div_by_67108864	unsigned64	unsigned64	sync	impl	0,388	-0,019
div_by_67108864	signed32	signed32	sync	impl	2,271	-0,095
div_by_67108864	signed64	signed64	sync	impl	2,889	-0,092
dotnet_shift_left_by_27	unsigned64	unsigned64	sync	impl	0,415	-0,177
dotnet_shift_left_by_27	signed64	signed64	sync	impl	0,415	-0,177
dotnet_shift_right_by_27	unsigned64	unsigned64	sync	impl	0,396	-0,019
dotnet_shift_right_by_27	signed64	signed64	sync	impl	0,755	-0,017
dotnet_shift_left_by_27	unsigned32	unsigned32	sync	impl	0,299	-0,041
dotnet_shift_left_by_27	signed32	signed32	sync	impl	0,299	-0,041
dotnet_shift_right_by_27	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_right_by_27	signed32	signed32	sync	impl	0,937	-0,098
mul_by_134217728	unsigned32	unsigned32	sync	impl	0,299	-0,041
mul_by_134217728	unsigned64	unsigned64	sync	impl	0,415	-0,177
mul_by_134217728	signed32	signed32	sync	impl	0,299	-0,041
mul_by_134217728	signed64	signed64	sync	impl	0,415	-0,177
div_by_134217728	unsigned32	unsigned32	sync	impl	0,388	-0,019
div_by_134217728	unsigned64	unsigned64	sync	impl	0,396	-0,019
div_by_134217728	signed32	signed32	sync	impl	2,273	-0,097
div_by_134217728	signed64	signed64	sync	impl	2,705	-0,108
dotnet_shift_left_by_28	unsigned64	unsigned64	sync	impl	0,397	-0,019
dotnet_shift_left_by_28	signed64	signed64	sync	impl	0,397	-0,019
dotnet_shift_right_by_28	unsigned64	unsigned64	sync	impl	0,393	-0,018
dotnet_shift_right_by_28	signed64	signed64	sync	impl	0,762	-0,012
dotnet_shift_left_by_28	unsigned32	unsigned32	sync	impl	0,388	-0,019
dotnet_shift_left_by_28	signed32	signed32	sync	impl	0,388	-0,019
dotnet_shift_right_by_28	unsigned32	unsigned32	sync	impl	0,505	-0,019
dotnet_shift_right_by_28	signed32	signed32	sync	impl	1,327	-0,096
mul_by_268435456	unsigned32	unsigned32	sync	impl	0,388	-0,019
mul_by_268435456	unsigned64	unsigned64	sync	impl	0,397	-0,019
mul_by_268435456	signed32	signed32	sync	impl	0,388	-0,019
mul_by_268435456	signed64	signed64	sync	impl	0,397	-0,019
div_by_268435456	unsigned32	unsigned32	sync	impl	0,505	-0,019
div_by_268435456	unsigned64	unsigned64	sync	impl	0,393	-0,018
div_by_268435456	signed32	signed32	sync	impl	2,086	-0,067
div_by_268435456	signed64	signed64	sync	impl	2,643	-0,101
dotnet_shift_left_by_29	unsigned64	unsigned64	sync	impl	0,390	-0,019
dotnet_shift_left_by_29	signed64	signed64	sync	impl	0,390	-0,019
dotnet_shift_right_by_29	unsigned64	unsigned64	sync	impl	0,393	-0,018
dotnet_shift_right_by_29	signed64	signed64	sync	impl	0,755	-0,017
dotnet_shift_left_by_29	unsigned32	unsigned32	sync	impl	1,119	-0,019
dotnet_shift_left_by_29	signed32	signed32	sync	impl	1,119	-0,019
dotnet_shift_right_by_29	unsigned32	unsigned32	sync	impl	1,118	-0,019
dotnet_shift_right_by_29	signed32	signed32	sync	impl	1,411	-0,101
mul_by_536870912	unsigned32	unsigned32	sync	impl	1,119	-0,019
mul_by_536870912	unsigned64	unsigned64	sync	impl	0,390	-0,019
mul_by_536870912	signed32	signed32	sync	impl	1,119	-0,019
mul_by_536870912	signed64	signed64	sync	impl	0,390	-0,019
div_by_536870912	unsigned32	unsigned32	sync	impl	1,118	-0,019
div_by_536870912	unsigned64	unsigned64	sync	impl	0,393	-0,018
div_by_536870912	signed32	signed32	sync	impl	2,207	-0,199
div_by_536870912	signed64	signed64	sync	impl	2,730	-0,089
dotnet_shift_left_by_30	unsigned64	unsigned64	sync	impl	0,373	-0,038
dotnet_shift_left_by_30	signed64	signed64	sync	impl	0,373	-0,038
dotnet_shift_right_by_30	unsigned64	unsigned64	sync	impl	0,393	-0,018
dotnet_shift_right_by_30	signed64	signed64	sync	impl	0,755	-0,017
dotnet_shift_left_by_30	unsigned32	unsigned32	sync	impl	0,312	-0,041
dotnet_shift_left_by_30	signed32	signed32	sync	impl	0,312	-0,041
dotnet_shift_right_by_30	unsigned32	unsigned32	sync	impl	0,375	-0,019
dotnet_shift_right_by_30	signed32	signed32	sync	impl	1,378	-0,101
mul_by_1073741824	unsigned32	unsigned32	sync	impl	0,312	-0,041
mul_by_1073741824	unsigned64	unsigned64	sync	impl	0,373	-0,038
mul_by_1073741824	signed32	signed32	sync	impl	0,312	-0,041
mul_by_1073741824	signed64	signed64	sync	impl	0,373	-0,038
div_by_1073741824	unsigned32	unsigned32	sync	impl	0,375	-0,019
div_by_1073741824	unsigned64	unsigned64	sync	impl	0,393	-0,018
div_by_1073741824	signed32	signed32	sync	impl	2,246	-0,196
div_by_1073741824	signed64	signed64	sync	impl	2,454	-0,094
dotnet_shift_left_by_31	unsigned64	unsigned64	sync	impl	0,394	-0,177
dotnet_shift_left_by_31	signed64	signed64	sync	impl	0,394	-0,177
dotnet_shift_right_by_31	unsigned64	unsigned64	sync	impl	0,393	-0,018
dotnet_shift_right_by_31	signed64	signed64	sync	impl	0,755	-0,017
dotnet_shift_left_by_31	unsigned32	unsigned32	sync	impl	1,176	-0,019
dotnet_shift_left_by_31	signed32	signed32	sync	impl	1,176	-0,019
dotnet_shift_right_by_31	unsigned32	unsigned32	sync	impl	1,171	-0,019
dotnet_shift_right_by_31	signed32	signed32	sync	impl	0,959	-0,109
mul_by_2147483648	unsigned32	unsigned32	sync	impl	1,176	-0,019
mul_by_2147483648	unsigned64	unsigned64	sync	impl	0,394	-0,177
mul_by_2147483648	signed64	signed64	sync	impl	0,394	-0,177
div_by_2147483648	unsigned32	unsigned32	sync	impl	1,171	-0,019
div_by_2147483648	unsigned64	unsigned64	sync	impl	0,393	-0,018
div_by_2147483648	signed64	signed64	sync	impl	2,677	-0,092
dotnet_shift_left_by_32	unsigned64	unsigned64	sync	impl	0,412	-0,177
