Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,15,4,T:System.Uri,,,,,public Uri PollFunctionUrl
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,10,39,T:System.Uri,,,,,set;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,10,34,T:System.Uri,,,,,get;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Vitis\Hast.Vitis.csproj,File,src\Hastlayer\Hast.Vitis\Models\AzureAttestationConfiguration.cs,10,4,T:System.Uri,,,,,public Uri StartFunctionUrl
NuGet.0005,NuGet package is deprecated,Active,Optional,1,test\Hast.Vitis.Tests\Hast.Vitis.Tests.csproj,File,test\Hast.Vitis.Tests\Hast.Vitis.Tests.csproj,,,xunit 2.4.1,,,,,"xunit, 2.4.1  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,test\Hast.Vitis.Tests\Hast.Vitis.Tests.csproj,File,test\Hast.Vitis.Tests\Hast.Vitis.Tests.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Hastlayer\Hast.Xilinx\Hast.Xilinx.csproj,File,src\Hastlayer\Hast.Xilinx\Hast.Xilinx.csproj,,,Microsoft.Extensions.FileProviders.Embedded 5.0.4,,,,,"Microsoft.Extensions.FileProviders.Embedded, 5.0.4  Recommendation:  Remove Microsoft.Extensions.FileProviders.Embedded, and replace with new package Microsoft.Extensions.FileProviders.Embedded 10.0.10"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Hastlayer\Hast.Xilinx\Hast.Xilinx.csproj,File,src\Hastlayer\Hast.Xilinx\Hast.Xilinx.csproj,,,Microsoft.Extensions.FileProviders.Embedded 5.0.4,,,,,"Microsoft.Extensions.FileProviders.Embedded, 5.0.4  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove Microsoft.Extensions.FileProviders.Embedded, and replace with new package Microsoft.Extensions.FileProviders.Embedded, 10.0.10"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Hastlayer\Hast.Xilinx\Hast.Xilinx.csproj,File,src\Hastlayer\Hast.Xilinx\Hast.Xilinx.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Xilinx\Hast.Xilinx.csproj,File,src\Hastlayer\Hast.Xilinx\SerialPortConfigurator.cs,10,4,T:System.IO.Ports.SerialPort,,,,,"public void ConfigureSerialPort(SerialPort serialPort, IHardwareExecutionContext hardwareExecutionContext)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Hastlayer\Hast.Xilinx\Hast.Xilinx.csproj,File,src\Hastlayer\Hast.Xilinx\SerialPortConfigurator.cs,19,8,P:System.IO.Ports.SerialPort.BaudRate,,,,,serialPort.BaudRate = 230400;
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.csproj,File,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.csproj,,,System.Collections.Immutable 5.0.0,,,,,"System.Collections.Immutable, 5.0.0  Recommendation:  Remove System.Collections.Immutable, and replace with new package System.Collections.Immutable 10.0.10"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.csproj,File,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.csproj,,,System.Collections.Immutable 5.0.0,,,,,"System.Collections.Immutable, 5.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217 Remove System.Collections.Immutable, and replace with new package System.Collections.Immutable, 10.0.10"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.csproj,File,src\Libraries\External\Lombiq.Arithmetics\Unum\UnumException.cs,17,8,"M:System.Exception.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",,,,,": base(info, context)"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.csproj,File,src\Libraries\External\Lombiq.Arithmetics\Unum\UnumException.cs,17,8,"M:System.Exception.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",,,,,": base(info, context)"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.Tests\Lombiq.Arithmetics.Tests.csproj,File,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.Tests\Lombiq.Arithmetics.Tests.csproj,,,xunit 2.4.1,,,,,"xunit, 2.4.1  Recommendation:  This package will only be updated for security issues. All future feature work has moved onto v3.  Guide for migrating from xUnit.net v2 to v3: https://xunit.net/docs/getting-started/v3/migration Remove xunit, and replace with new package xunit, 2.9.3"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.Tests\Lombiq.Arithmetics.Tests.csproj,File,src\Libraries\External\Lombiq.Arithmetics\Lombiq.Arithmetics.Tests\Lombiq.Arithmetics.Tests.csproj,,,,,,,,Current target framework: net6.0 Recommended target framework: net10.0
